Nome,Target,Previsto,Effettivo (2024),Differenza
Lukas Gütlbauer,shooting,47.54384,59.0,11.456161499023438
Luke McNicholas,shooting,47.54387,59.0,11.456130981445312
Markus Ponath,shooting,47.543922,59.0,11.456077575683594
Sebastian Selin,shooting,47.544117,59.0,11.455883026123047
Toni Stahl,shooting,47.544167,59.0,11.455833435058594
Robert Kwasigroch,shooting,47.54421,59.0,11.455791473388672
Garissone Innocent,shooting,47.54427,59.0,11.455730438232422
Daniel Adamczyk,shooting,47.544353,59.0,11.455646514892578
Petar Zovko,shooting,47.544357,59.0,11.455642700195312
Florian Schock,shooting,47.544483,59.0,11.455516815185547
Nicholas Bilokapic,shooting,47.544575,59.0,11.455425262451172
Joe Hilton,shooting,47.54467,59.0,11.455329895019531
Matteo Bignetti,shooting,47.544807,59.0,11.455192565917969
Mathys Tel,shooting,61.568535,73.0,11.431465148925781
Shane Blaney,shooting,30.575874,42.0,11.424125671386719
Timo Königsmann,shooting,47.577847,59.0,11.42215347290039
Adrian Mazilu,shooting,52.691547,64.0,11.308452606201172
William Balikwisha,shooting,50.769173,62.0,11.230827331542969
Jack Armer,shooting,32.778217,44.0,11.221782684326172
Jacen Russell-Rowe,shooting,46.830807,58.0,11.169193267822266
Ernest Poku,shooting,51.913464,63.0,11.086536407470703
Matías González,shooting,36.965794,48.0,11.03420639038086
Matěj Jurásek,shooting,58.968994,70.0,11.031005859375
George Harmon,shooting,28.992851,40.0,11.007148742675781
Nathan Tella,shooting,58.070072,69.0,10.929927825927734
James McManus,shooting,37.075237,48.0,10.924762725830078
Thijs Timmermans,shooting,40.143967,51.0,10.856033325195312
Calem Nieuwenhof,shooting,49.15282,60.0,10.847179412841797
Miles Leaburn,shooting,52.287525,63.0,10.712474822998047
Szymon Włodarczyk,shooting,55.327515,66.0,10.6724853515625
Junior Tchamadeu,shooting,43.33542,54.0,10.664581298828125
Sascha Horvath,shooting,58.42242,69.0,10.577579498291016
Adis Jasic,shooting,48.427883,59.0,10.57211685180664
Christian Kinsombi,shooting,44.47532,55.0,10.524681091308594
Bela Dumrath,shooting,47.542862,58.0,10.457138061523438
Obed Nkambadio,shooting,47.543293,58.0,10.456707000732422
Bartosz Klebaniuk,shooting,47.543312,58.0,10.456687927246094
Georgios Theocharis,shooting,47.54349,58.0,10.45650863647461
Tymur Puzankov,shooting,47.543503,58.0,10.456497192382812
Nahuel Noll,shooting,47.543583,58.0,10.456417083740234
Jon McCracken,shooting,47.54361,58.0,10.456390380859375
Lars Larsson Jendal,shooting,47.543644,58.0,10.456356048583984
Kacper Trelowski,shooting,47.54383,58.0,10.456169128417969
Bernhard Unger,shooting,47.543915,58.0,10.456085205078125
Viljami Sinisalo,shooting,47.54392,58.0,10.45608139038086
Matías Córdova,shooting,47.543934,58.0,10.456066131591797
Miguel Acosta,shooting,47.543964,58.0,10.456035614013672
Wille Jakobsson,shooting,47.543964,58.0,10.456035614013672
Daniel Klein,shooting,47.543964,58.0,10.456035614013672
Vic Chambaere,shooting,47.544014,58.0,10.455986022949219
Sander Tangvik,shooting,47.544205,58.0,10.455795288085938
Prabhsukhan Gill,shooting,47.544224,58.0,10.45577621459961
Diego González,shooting,47.544266,58.0,10.455734252929688
Tom Roufosse,shooting,47.544277,58.0,10.45572280883789
Mohamed Koné,shooting,47.54432,58.0,10.455680847167969
Mustafa Burak Bozan,shooting,47.544437,58.0,10.455562591552734
Pascal Kuiper,shooting,47.54455,58.0,10.455448150634766
Barry Lauwers,shooting,47.545006,58.0,10.454994201660156
Joe Walsh,shooting,47.54548,58.0,10.454521179199219
Conor Bradley,shooting,39.553993,50.0,10.446006774902344
Toby Savin,shooting,47.58446,58.0,10.415538787841797
Nunzio Lella,shooting,44.639282,55.0,10.3607177734375
Mohamed Kaba,shooting,41.647964,52.0,10.352035522460938
Connor Barron,shooting,46.6587,57.0,10.341300964355469
Alex Paulsen,shooting,47.65908,58.0,10.340919494628906
Cheick Conde,shooting,53.73723,64.0,10.262771606445312
Regan Slater,shooting,52.78304,63.0,10.216960906982422
Yohan Cassubie,shooting,45.797905,56.0,10.202095031738281
Jhon Durán,shooting,54.8267,65.0,10.173301696777344
Wouter Burger,shooting,52.83888,63.0,10.161121368408203
Greg Docherty,shooting,54.847137,65.0,10.152862548828125
Oliver Arblaster,shooting,39.85287,50.0,10.14712905883789
Abdessamad Ezzalzouli,shooting,59.86156,70.0,10.138439178466797
Drissa Camara,shooting,42.88516,53.0,10.11484146118164
Noah Allen,shooting,29.97043,40.0,10.029569625854492
Otto Rosengren,shooting,43.988598,54.0,10.011402130126953
Benjamin Kanuric,shooting,42.024406,52.0,9.975593566894531
Federico Redondo,shooting,50.133114,60.0,9.866886138916016
Václav Černý,shooting,60.135464,70.0,9.86453628540039
Niklas Kölle,shooting,36.315144,46.0,9.684856414794922
Reed Baker-Whiting,shooting,38.320934,48.0,9.679065704345703
Carlton Morris,shooting,61.337013,71.0,9.662986755371094
Curtis Davies,shooting,44.652138,35.0,9.652137756347656
Jannis Heuer,shooting,38.35402,48.0,9.645980834960938
Simon Adingra,shooting,59.376366,69.0,9.623634338378906
Gideon Mensah,shooting,46.467945,56.0,9.532054901123047
Jordhy Thompson,shooting,52.4779,62.0,9.522098541259766
Gabriele Corbo,shooting,28.52788,38.0,9.47212028503418
Phillip Tietz,shooting,62.537945,72.0,9.462055206298828
Murphy Mahoney,shooting,47.542915,57.0,9.457084655761719
Ethan Cox,shooting,47.54332,57.0,9.456680297851562
George Wickens,shooting,47.54333,57.0,9.456668853759766
Yusuf Karagöz,shooting,47.543385,57.0,9.456615447998047
Macklin Freke,shooting,47.543453,57.0,9.456546783447266
Jordan Wright,shooting,47.54354,57.0,9.456459045410156
Robin Roefs,shooting,47.54368,57.0,9.456321716308594
Arne Schulz,shooting,47.54375,57.0,9.456249237060547
Louis Lord,shooting,47.54377,57.0,9.456230163574219
Kayne Bonnevie,shooting,47.543804,57.0,9.456195831298828
Anthony Marcucci,shooting,47.54386,57.0,9.456138610839844
Hunter Sulte,shooting,47.54387,57.0,9.456130981445312
Louis Fortin,shooting,47.543945,57.0,9.4560546875
Mateusz Dudek,shooting,47.543983,57.0,9.456016540527344
Jan Reichert,shooting,47.544052,57.0,9.455947875976562
Jonas Nickisch,shooting,47.54409,57.0,9.455909729003906
Joachim Imbrechts,shooting,47.544228,57.0,9.455772399902344
David Skubl,shooting,47.544266,57.0,9.455734252929688
Abdul Manaf Nurudeen,shooting,47.544292,57.0,9.455707550048828
Alessandro Lai,shooting,47.544376,57.0,9.455623626708984
Joe Whitworth,shooting,47.544445,57.0,9.455554962158203
Nicola Bagnolini,shooting,47.544456,57.0,9.455543518066406
Cameron Cook,shooting,47.54483,57.0,9.455169677734375
Rafael Hornos,shooting,47.545086,57.0,9.454914093017578
Jack Wills,shooting,47.545353,57.0,9.454647064208984
Joey Kesting,shooting,47.54537,57.0,9.454631805419922
Corey Hollman,shooting,38.56247,48.0,9.437530517578125
Théo Le Bris,shooting,41.591095,51.0,9.408905029296875
Benedict Hollerbach,shooting,59.613052,69.0,9.386947631835938
Hannibal Mejbri,shooting,50.639698,60.0,9.360301971435547
Mohammed Diomande,shooting,51.672554,61.0,9.327445983886719
Anton Gaaei,shooting,38.680786,48.0,9.3192138671875
Charlie Savage,shooting,42.701744,52.0,9.298255920410156
Noah Botić,shooting,52.739388,62.0,9.260612487792969
Brandon Baiye,shooting,35.75655,45.0,9.243450164794922
Brooklyn Ezeh,shooting,32.76613,42.0,9.233871459960938
Guillermo Enrique,shooting,39.767242,49.0,9.232757568359375
Brison Fernandes,shooting,36.820976,46.0,9.179023742675781
Alejo Veliz,shooting,64.821144,74.0,9.178855895996094
Peter Bjur,shooting,50.89169,60.0,9.10831069946289
Luca Belardinelli,shooting,41.89802,51.0,9.101978302001953
Jamie McGrath,shooting,53.95172,63.0,9.04827880859375
Tim Civeja,shooting,44.014736,53.0,8.98526382446289
Brian Aguirre,shooting,52.03233,61.0,8.967670440673828
Harry Van der Saag,shooting,29.080343,38.0,8.919656753540039
Heorhii Sudakov,shooting,63.118874,72.0,8.881126403808594
Tom Bayliss,shooting,50.120865,59.0,8.879135131835938
Max Johnston,shooting,27.155268,36.0,8.844732284545898
Ervin Omić,shooting,42.246826,51.0,8.753173828125
Daouda Guindo,shooting,28.26018,37.0,8.73982048034668
Jens Odgaard,shooting,67.31478,76.0,8.685218811035156
Josué Casimir,shooting,57.319344,66.0,8.680656433105469
Franck Honorat,shooting,66.34907,75.0,8.650932312011719
Santiago Visentin,shooting,25.355259,34.0,8.64474105834961
Sven Mijnans,shooting,59.363728,68.0,8.636272430419922
Cameron Dummigan,shooting,33.380722,42.0,8.619277954101562
Vladislav Molchan,shooting,29.400387,38.0,8.599613189697266
Dennis Cirkin,shooting,38.40572,47.0,8.594280242919922
Faisal Al Ghamdi,shooting,40.416702,49.0,8.583297729492188
Karol Świderski,shooting,65.45888,74.0,8.541122436523438
Marcin Cebula,shooting,55.47797,64.0,8.522029876708984
Dilane Bakwa,shooting,53.512333,62.0,8.487667083740234
Rassoul Ndiaye,shooting,44.515583,53.0,8.484416961669922
Emmanuel Yeboah,shooting,54.518333,63.0,8.481666564941406
Ross Munro,shooting,47.543213,56.0,8.456787109375
Moritz Schulze,shooting,47.54349,56.0,8.45650863647461
Oregan Ravet,shooting,47.54353,56.0,8.456470489501953
Rudy Boulais,shooting,47.543552,56.0,8.45644760131836
Alexandre Pierre,shooting,47.543575,56.0,8.456424713134766
Felix Wienand,shooting,47.54372,56.0,8.456279754638672
Steven Hall,shooting,47.54375,56.0,8.456249237060547
Gurmeet Singh,shooting,47.54378,56.0,8.456218719482422
Justin Hammel,shooting,47.543797,56.0,8.45620346069336
Jamie Searle,shooting,47.543842,56.0,8.456157684326172
Will Dennis,shooting,47.54386,56.0,8.456138610839844
Filippo Manfrin,shooting,47.5439,56.0,8.456100463867188
Emmanuel Ochoa,shooting,47.543953,56.0,8.456047058105469
Max Hagemoser,shooting,47.544014,56.0,8.455986022949219
Nils De Mol,shooting,47.544064,56.0,8.455936431884766
Silas Ostrzinski,shooting,47.544186,56.0,8.455814361572266
Philipp Schulze,shooting,47.544426,56.0,8.455574035644531
Hannes Sveijer,shooting,47.544865,56.0,8.455135345458984
Grégoire Coudert,shooting,47.545036,56.0,8.454963684082031
Issam El Maach,shooting,47.54746,56.0,8.45254135131836
Giorgio Altare,shooting,30.555504,39.0,8.444496154785156
Gatlin O'Donkor,shooting,49.558083,58.0,8.441917419433594
Davide Bettella,shooting,26.56501,35.0,8.434989929199219
Lorcan Healy,shooting,47.574127,56.0,8.425872802734375
Oliver Hammond,shooting,42.589626,51.0,8.41037368774414
Andrea Carboni,shooting,27.603762,36.0,8.396238327026367
Cihan Çanak,shooting,49.60746,58.0,8.392539978027344
Lars Olden Larsen,shooting,60.611366,69.0,8.388633728027344
Lazar Samardžić,shooting,61.65891,70.0,8.34109115600586
Nathan Moriah-Welsh,shooting,45.734238,54.0,8.265762329101562
Valentino Müller,shooting,49.753983,58.0,8.246017456054688
Noel Buck,shooting,44.76615,53.0,8.233848571777344
Iyad Mohamed,shooting,34.786957,43.0,8.213043212890625
Yoann Cathline,shooting,53.80652,62.0,8.1934814453125
Andrea Pinamonti,shooting,67.80665,76.0,8.193351745605469
Aljoscha Kemlein,shooting,45.812603,54.0,8.187397003173828
Jordan Williams,shooting,37.818596,46.0,8.181404113769531
Carlo Armiento,shooting,52.82948,61.0,8.170520782470703
Federico Bonazzoli,shooting,63.840134,72.0,8.159866333007812
