Nome,Target,Previsto,Effettivo (2024),Differenza
Antonio Candela,passing,51.783623,61.0,9.216377258300781
Maximiliano Caufriez,passing,47.799385,57.0,9.200614929199219
Musab Al Juwair,passing,57.799595,67.0,9.20040512084961
Enzo Tchato,passing,47.887756,57.0,9.11224365234375
Jordan Storey,passing,42.993027,52.0,9.006973266601562
Issa Soumaré,passing,50.03289,59.0,8.967109680175781
Christos Kourfalidis,passing,58.039604,67.0,8.960395812988281
Alessandro Lopane,passing,46.05531,55.0,8.944690704345703
Marcel Wędrychowski,passing,53.069134,62.0,8.930866241455078
Cyril Ngonge,passing,55.11682,64.0,8.8831787109375
Marcus Forss,passing,45.18548,54.0,8.814521789550781
Nathan-Dylan Saliba,passing,46.197323,55.0,8.802677154541016
Julian Niehues,passing,50.204205,59.0,8.795795440673828
Gonzalo Luján,passing,47.28398,56.0,8.716018676757812
Jacob Greaves,passing,51.310722,60.0,8.689277648925781
Marvin De Lima,passing,54.312347,63.0,8.687652587890625
Nathan Tella,passing,56.315403,65.0,8.68459701538086
Clemens Riedel,passing,37.32337,46.0,8.676628112792969
Constantin Grameni,passing,59.33507,68.0,8.664928436279297
Matěj Jurásek,passing,55.336857,64.0,8.663143157958984
Arda Güler,passing,71.44625,80.0,8.553749084472656
Heorhii Sudakov,passing,62.45982,71.0,8.540180206298828
Daniel Bîrligea,passing,43.46799,52.0,8.53200912475586
Jonathan Dubasin,passing,57.501823,66.0,8.498176574707031
Wilson Odobert,passing,49.50518,58.0,8.494819641113281
Youssef Chermiti,passing,46.53476,55.0,8.465240478515625
Dominic Jefferies,passing,51.543438,60.0,8.456562042236328
Henry Rorig,passing,54.585827,63.0,8.414173126220703
Tommaso Baldanzi,passing,64.60115,73.0,8.398849487304688
Matías Godoy,passing,55.639565,64.0,8.360435485839844
Nelson Palacio,passing,56.66325,65.0,8.336750030517578
Yann Lienard,passing,51.66801,60.0,8.331989288330078
Federico Brancolini,passing,51.668037,60.0,8.331962585449219
Utku Yuvakuran,passing,51.669926,60.0,8.330074310302734
Filip Marschall,passing,51.67,60.0,8.330001831054688
Ryan Schofield,passing,51.67051,60.0,8.329490661621094
Jökull Andrésson,passing,51.671566,60.0,8.328433990478516
Tobe Leysen,passing,51.67161,60.0,8.328388214111328
Mateusz Dudek,passing,51.671696,60.0,8.328304290771484
Miguel Acosta,passing,51.67233,60.0,8.32767105102539
Ghjuvanni Quilichini,passing,51.67272,60.0,8.327278137207031
Nicola Bagnolini,passing,51.67339,60.0,8.326610565185547
Daniel Barden,passing,51.673656,60.0,8.326343536376953
Matteo Rover,passing,50.67391,59.0,8.326091766357422
Ionuț Gurău,passing,51.67407,60.0,8.325931549072266
Krzysztof Bąkowski,passing,51.67408,60.0,8.325920104980469
Tom Roufosse,passing,51.6743,60.0,8.325698852539062
Alessandro Sorrentino,passing,51.674725,60.0,8.325275421142578
Joe Gauci,passing,51.676716,60.0,8.323284149169922
Petar Zovko,passing,51.676838,60.0,8.323162078857422
Robin Roefs,passing,51.677216,60.0,8.322784423828125
Paul Tschernuth,passing,51.678253,60.0,8.321746826171875
George Marks,passing,51.678646,60.0,8.321353912353516
Mathias Delorge,passing,53.679787,62.0,8.320213317871094
Sander Tangvik,passing,51.679844,60.0,8.32015609741211
Franck Honorat,passing,62.696995,71.0,8.30300521850586
Robert Street,passing,44.69778,53.0,8.30221939086914
Julian Ryerson,passing,59.71769,68.0,8.282310485839844
Bartłomiej Kłudka,passing,42.728024,51.0,8.271976470947266
Curtis Davies,passing,52.270973,44.0,8.270973205566406
Luca Langoni,passing,54.74047,63.0,8.259529113769531
Saikou Touray,passing,52.760834,61.0,8.239166259765625
Santiago Toloza,passing,58.785408,67.0,8.214591979980469
Luciano Gondou,passing,52.787407,61.0,8.212593078613281
Rodrigo Saravia,passing,52.787483,61.0,8.212516784667969
Allan Tchaptchet,passing,33.806637,42.0,8.193363189697266
Zeki Amdouni,passing,60.812344,69.0,8.18765640258789
Joe Mendes,passing,51.830147,60.0,8.169853210449219
Mandela Keita,passing,56.845463,65.0,8.154537200927734
Karol Świderski,passing,53.865944,62.0,8.134056091308594
Mehdi Dorval,passing,48.8679,57.0,8.132099151611328
Lazar Samardžić,passing,62.8857,71.0,8.114299774169922
Nicolas Milanovic,passing,45.888744,54.0,8.111255645751953
Faisal Al Ghamdi,passing,48.924587,57.0,8.07541275024414
Alexis Tibidi,passing,53.925724,62.0,8.074275970458984
Henry Hore,passing,48.932896,57.0,8.06710433959961
Riccardo Calafiori,passing,49.94,58.0,8.060001373291016
Abiel Osorio,passing,44.971203,53.0,8.028797149658203
Dennis Gjengaar,passing,43.00416,51.0,7.995838165283203
Oskar Zawada,passing,47.005184,55.0,7.994815826416016
Diego Luna,passing,47.017918,55.0,7.982082366943359
Lassine Sinayoko,passing,48.018517,56.0,7.981483459472656
George Miller,passing,43.041958,51.0,7.958042144775391
Bryce Duke,passing,60.053207,68.0,7.9467926025390625
Jakub Lewicki,passing,48.063503,56.0,7.936496734619141
Ryan O'Kane,passing,47.096428,55.0,7.903572082519531
Juan Carlos Gauto,passing,55.11949,63.0,7.8805084228515625
Kamory Doumbia,passing,61.14552,69.0,7.854480743408203
Sebastian Nanasi,passing,56.18126,64.0,7.8187408447265625
Kajetan Szmyt,passing,53.185356,61.0,7.814643859863281
Kevin Höög Jansson,passing,49.19956,57.0,7.800441741943359
Jesper Skau,passing,44.21054,52.0,7.789459228515625
James McAtee,passing,58.232414,66.0,7.767585754394531
Patrick Sutter,passing,50.235588,58.0,7.764411926269531
Nikola Djorić,passing,38.257416,46.0,7.742584228515625
Leonidas Stergiou,passing,46.27153,54.0,7.7284698486328125
Dan Sîrbu,passing,50.274277,58.0,7.7257232666015625
Festy Ebosele,passing,49.280468,57.0,7.719532012939453
Amankwah Forson,passing,54.284286,62.0,7.7157135009765625
Bafodé Diakité,passing,55.293594,63.0,7.7064056396484375
Ibrahim Salah,passing,45.317776,53.0,7.682224273681641
Kristoffer Lund Hansen,passing,54.325737,62.0,7.674263000488281
Johan Bakayoko,passing,58.358078,66.0,7.6419219970703125
Karol Knap,passing,55.38616,63.0,7.613838195800781
Senne Lynen,passing,63.391018,71.0,7.608982086181641
Santiago Herrera,passing,54.406677,62.0,7.59332275390625
Nesta Guinness-Walker,passing,53.426273,61.0,7.573726654052734
Michel Stöcker,passing,44.475174,52.0,7.5248260498046875
Davide Bettella,passing,39.508038,47.0,7.491962432861328
Killian Phillips,passing,55.51778,63.0,7.482219696044922
Zac Ashworth,passing,48.522705,56.0,7.477294921875
Carlton Morris,passing,47.52375,55.0,7.476249694824219
Marco Sala,passing,58.527374,66.0,7.472625732421875
Andrea Pinamonti,passing,45.563526,53.0,7.436473846435547
Bali Mumba,passing,57.575012,65.0,7.42498779296875
Louis Munteanu,passing,52.58491,60.0,7.415088653564453
Sumit Rathi,passing,34.59658,42.0,7.403419494628906
Abderrahman Rebbach,passing,58.598053,66.0,7.401947021484375
George Hall,passing,55.60522,63.0,7.394779205322266
Dragoș Iancu,passing,45.60672,53.0,7.393280029296875
Naorem Mahesh Singh,passing,45.60899,53.0,7.391010284423828
Saad Al Mousa,passing,43.614857,51.0,7.385143280029297
Morgan Whittaker,passing,50.63481,58.0,7.3651885986328125
Andy Diouf,passing,61.652817,69.0,7.3471832275390625
Abdelkabir Abqar,passing,41.66253,49.0,7.337471008300781
Kacper Tobiasz,passing,51.668613,59.0,7.331386566162109
Jonas Nickisch,passing,51.669357,59.0,7.3306427001953125
Matías Córdova,passing,51.66978,59.0,7.330219268798828
John Pulskamp,passing,51.670982,59.0,7.329017639160156
Lasse Rieß,passing,51.671062,59.0,7.328937530517578
Matthieu Rongier,passing,51.671635,59.0,7.328365325927734
Luca Philipp,passing,51.671783,59.0,7.328216552734375
Davy Rouyard,passing,51.672184,59.0,7.327816009521484
Silas Ostrzinski,passing,51.6727,59.0,7.327301025390625
Quentin Galvez-Diarra,passing,51.674305,59.0,7.325695037841797
Senne Lammens,passing,51.674442,59.0,7.325557708740234
Wille Jakobsson,passing,51.674736,59.0,7.325263977050781
Nahuel Noll,passing,51.67531,59.0,7.3246917724609375
Denis Franchi,passing,51.677467,59.0,7.322532653808594
Pietro Boer,passing,51.677834,59.0,7.322166442871094
Mateusz Kochalski,passing,51.678223,59.0,7.32177734375
Noah Smith,passing,45.702393,53.0,7.297607421875
Liam Bennett,passing,46.71,54.0,7.290000915527344
Sivasakthi Narayanan,passing,40.718224,48.0,7.281776428222656
Akor Jerome Adams,passing,45.721233,53.0,7.278766632080078
Daniel Gutiérrez,passing,38.733395,46.0,7.266605377197266
Juan Cruz Esquivel,passing,52.75475,60.0,7.245250701904297
Nathan Moriah-Welsh,passing,51.766323,59.0,7.233676910400391
Frank Magri,passing,48.774155,56.0,7.2258453369140625
Mehdi Boukamir,passing,30.786839,38.0,7.213161468505859
Kevin Ortiz,passing,53.805496,61.0,7.1945037841796875
Magnus Riisnæs,passing,52.81279,60.0,7.1872100830078125
Callum Talbot,passing,48.825993,56.0,7.174007415771484
Mamadou Tounkara,passing,35.829388,43.0,7.170612335205078
Leighton Clarkson,passing,64.87706,72.0,7.1229400634765625
Linton Maina,passing,60.896366,68.0,7.103633880615234
Maximilian Bauer,passing,40.920185,48.0,7.079814910888672
Kevin Paredes,passing,55.946827,63.0,7.053173065185547
Jack McGlynn,passing,63.96816,71.0,7.031841278076172
Amine Salama,passing,42.983532,50.0,7.016468048095703
Gabriele Corbo,passing,42.0053,49.0,6.994701385498047
Jorne Spileers,passing,51.038216,58.0,6.961784362792969
Moussa Diarra,passing,50.03836,57.0,6.961639404296875
Zymer Bytyqi,passing,60.04539,67.0,6.954608917236328
Marco Curto,passing,41.04709,48.0,6.952911376953125
Giorgio Scalvini,passing,44.07194,51.0,6.928058624267578
Stephen Kelly,passing,58.086384,65.0,6.913616180419922
Ziyad Larkeche,passing,43.090607,50.0,6.909393310546875
Mamadou Fofana,passing,59.095146,66.0,6.904853820800781
Luca Moro,passing,51.901566,45.0,6.9015655517578125
Ryan Duncan,passing,50.10327,57.0,6.896728515625
Samson Tovide,passing,44.11413,51.0,6.885871887207031
Giannis Konstantelias,passing,61.130375,68.0,6.869625091552734
Felix Keidel,passing,53.16283,60.0,6.837169647216797
Juan Boselli,passing,50.183033,57.0,6.816967010498047
Oscar Wiklöf,passing,52.202354,59.0,6.797645568847656
Carlo Armiento,passing,51.213276,58.0,6.786724090576172
Luca Belardinelli,passing,56.213486,63.0,6.7865142822265625
Alexander Prass,passing,66.21646,73.0,6.783538818359375
Arouna Sangante,passing,49.229958,56.0,6.770042419433594
Michael Baidoo,passing,54.237736,61.0,6.762264251708984
Kyle Hurst,passing,46.26203,53.0,6.737968444824219
Jannes Wulff,passing,55.263786,62.0,6.736213684082031
James McManus,passing,45.263844,52.0,6.736156463623047
Josh Neufville,passing,42.264744,49.0,6.735256195068359
Gift Links,passing,57.271202,64.0,6.728797912597656
Isak Hien,passing,42.30457,49.0,6.695430755615234
Japhet Sery Larsen,passing,49.310925,56.0,6.689075469970703
Mutlaq Al Hurayji,passing,51.677227,45.0,6.677227020263672
Xavier Mbuyamba,passing,41.324078,48.0,6.675922393798828
Murphy Mahoney,passing,51.673508,45.0,6.6735076904296875
Nicolás Rossi,passing,62.669487,56.0,6.669486999511719
CJ Egan-Riley,passing,49.337273,56.0,6.662727355957031
Peter Bjur,passing,57.36168,64.0,6.6383209228515625
Salem Al Najdi,passing,32.40676,39.0,6.593238830566406
Filippo Ranocchia,passing,64.41246,71.0,6.5875396728515625
Adis Jasic,passing,57.421936,64.0,6.57806396484375
Lasse Günther,passing,52.42347,59.0,6.576530456542969
Szymon Włodarczyk,passing,38.45316,45.0,6.546840667724609
Bobby Thomas,passing,42.459316,49.0,6.540683746337891
Kiliann Sildillia,passing,51.52167,58.0,6.478328704833984
Calem Nieuwenhof,passing,55.551304,62.0,6.448696136474609
Lewis Gordon,passing,47.563313,54.0,6.436687469482422
Will Wilson,passing,48.568485,55.0,6.431514739990234
Daniel Eduardo Juárez,passing,54.57363,61.0,6.426368713378906
Amadou Mbengue,passing,39.57731,46.0,6.422691345214844
Iván Leguizamón,passing,54.58532,61.0,6.414680480957031
Jobe Bellingham,passing,53.606617,60.0,6.393383026123047
